"Site","Date","TSS","TN-stream","TAN","TON","DIN","TKN","DRP","TP-stream","Chl.a-stream","lat","lon","Turbidity","waterType","Nitrate-N","TN-lake","TP-lake","Chl.a-lake","TP","TN","Chl.a"
"Maori Lake - front","2013-02-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.6,2,NA,570,11,0.8,11,570,0.8
"Maori Lake - front","2013-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.4,2,NA,530,17,1.7,17,530,1.7
"Maori Lake - front","2013-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.3,2,NA,490,11,0.1,11,490,0.1
"Maori Lake - front","2013-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.1,2,NA,530,11,0.2,11,530,0.2
"Maori Lake - front","2013-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,11.3,2,NA,1340,52,61,52,1340,61
"Maori Lake - front","2014-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.2,2,NA,600,8,0.1,8,600,0.1
"Maori Lake - front","2014-02-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.5,2,NA,740,9,12,9,740,12
"Maori Lake - front","2014-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.1,2,NA,570,2,1,2,570,1
"Maori Lake - front","2014-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,9.3,2,NA,4000,192,210,192,4000,210
"Maori Lake - front","2014-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.4,2,NA,410,7,0.1,7,410,0.1
"Maori Lake - front","2015-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.7,2,NA,380,8,0.3,8,380,0.3
"Maori Lake - front","2015-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.4,2,NA,370,9,0.2,9,370,0.2
"Maori Lake - front","2015-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.4,2,NA,420,11,0.5,11,420,0.5
"Maori Lake - front","2015-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.8,2,NA,480,5,0.5,5,480,0.5
"Maori Lake - front","2015-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.7,2,NA,710,4,0.7,4,710,0.7
"Maori Lake - front","2016-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.9,2,NA,450,2,1.4,2,450,1.4
"Maori Lake - front","2016-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.8,2,NA,440,5,1,5,440,1
"Maori Lake - front","2016-03-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.7,2,NA,590,8,2.2,8,590,2.2
"Maori Lake - front","2016-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.6,2,NA,500,2,0.6,2,500,0.6
"Maori Lake - front","2017-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,17.3,2,NA,930,41,34,41,930,34
"Maori Lake - front","2017-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,3.5,2,NA,420,9,2.4,9,420,2.4
"Maori Lake - front","2017-03-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.4,2,NA,470,110,2.9,110,470,2.9
"Maori Lake - front","2017-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,5.4,2,NA,620,11,7,11,620,7
"Maori Lake - front","2017-05-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,4.1,2,NA,510,9,2.7,9,510,2.7
"Maori Lake - front","2017-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.5,2,NA,940,12,0.6,12,940,0.6
"Maori Lake - front","2018-01-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,4.1,2,NA,890,20,21,20,890,21
"Maori Lake - front","2018-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.5,2,NA,730,23,0.25,23,730,0.25
"Maori Lake - front","2018-03-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.9,2,NA,750,2,0.5,2,750,0.5
"Maori Lake - front","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.7,2,NA,770,2,0.5,2,770,0.5
"Maori Lake - front","2018-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.9,2,NA,540,7,0.5,7,540,0.5
"Maori Lake - front","2019-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.8,2,NA,630,2,0.5,2,630,0.5
"Maori Lake - front","2019-02-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,16.9,2,NA,950,35,137,35,950,137
"Maori Lake - front","2019-03-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.2,2,NA,620,6,1.8,6,620,1.8
"Maori Lake - front","2019-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.1,2,NA,710,4,4,4,710,4
"Maori Lake - front","2019-12-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.3,2,NA,510,13,0.9,13,510,0.9
"Maori Lake - front","2020-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.4,2,NA,660,13,20,13,660,20
"Maori Lake - front","2020-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.1,2,NA,710,8,2.3,8,710,2.3
"Maori Lake - front","2020-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.7,2,NA,540,8,2,8,540,2
"Maori Lake - front","2020-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.9,2,NA,800,5,1.5,5,800,1.5
"Maori Lake - front","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.6,2,NA,500,12,2.2,12,500,2.2
"Maori Lake - front","2021-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.3,2,NA,460,7,14.3,7,460,14.3
"Maori Lake - front","2021-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.2,2,NA,420,4,0.8,4,420,0.8
"Maori Lake - front","2021-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.2,2,NA,440,3,0.8,3,440,0.8
"Maori Lake - front","2021-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,4.3,2,NA,690,28,250,28,690,250
"Maori Lake - front","2021-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,3,2,NA,1460,22,3,22,1460,3
"Maori Lake - front","2022-01-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.4,2,NA,1500,16,4.8,16,1500,4.8
"Maori Lake - front","2022-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.2,2,NA,710,8,3.3,8,710,3.3
"Maori Lake - front","2022-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.7,2,NA,740,4,0.9,4,740,0.9
"Maori Lake - front","2022-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.8,2,NA,830,8,2.1,8,830,2.1
"Maori Lake - front","2022-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.4,2,NA,720,6,1.4,6,720,1.4
"Maori Lake - front","2023-01-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.2,2,NA,620,8,43,8,620,43
"Maori Lake - front","2023-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.4,2,NA,770,5,1.2,5,770,1.2
"Maori Lake - front","2023-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.1,2,NA,730,5,0.6,5,730,0.6
"Maori Lake - front","2023-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.7,2,NA,780,10,6.6,10,780,6.6
