"Site","Date","TSS","TN-stream","TAN","TON","DIN","TKN","DRP","TP-stream","Chl.a-stream","lat","lon","Turbidity","waterType","Nitrate-N","TN-lake","TP-lake","Chl.a-lake","TP","TN","Chl.a"
"Dunbar Stream","2023-01-17",50,240,5,0.085,NA,150,2,40,NA,-43.47326,171.155357,NA,1,85,NA,NA,NA,40,240,NA
"Dunbar Stream","2023-02-14",5,150,5,0.096,NA,50,2,16,NA,-43.47326,171.155357,NA,1,96,NA,NA,NA,16,150,NA
"Dunbar Stream","2023-03-15",5,120,5,0.043,NA,50,2,8,NA,-43.47326,171.155357,NA,1,43,NA,NA,NA,8,120,NA
"Dunbar Stream","2023-04-05",9,150,5,0.057,NA,50,2,11,NA,-43.47326,171.155357,NA,1,57,NA,NA,NA,11,150,NA
"Dunbar Stream","2023-05-11",1.5,140,5,0.069,NA,50,2,8,NA,-43.47326,171.155357,NA,1,69,NA,NA,NA,8,140,NA
"Dunbar Stream","2023-06-08",1.5,170,5,0.103,NA,50,2,1,NA,-43.47326,171.155357,NA,1,103,NA,NA,NA,1,170,NA
"Dunbar Stream","2023-07-06",12,230,11,0.178,NA,50,2,14,NA,-43.47326,171.155357,NA,1,178,NA,NA,NA,14,230,NA
"Dunbar Stream","2023-08-03",1.5,270,5,0.186,NA,50,2,5,NA,-43.47326,171.155357,NA,1,186,NA,NA,NA,5,270,NA
"Dunbar Stream","2023-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.47326,171.155357,NA,1,NA,NA,NA,NA,NA,NA,NA
"Dunbar Stream","2023-10-25",1.5,170,5,0.085,NA,50,2,7,NA,-43.47326,171.155357,NA,1,85,NA,NA,NA,7,170,NA
"Dunbar Stream","2023-11-14",10,280,5,0.157,NA,120,4,24,NA,-43.47326,171.155357,NA,1,157,NA,NA,NA,24,280,NA
"Gentleman Smith Stream","2011-09-22",3,520,10,0.4,0.41,120,4,11,NA,-43.537724,171.184349,NA,1,400,NA,NA,NA,11,520,NA
"Gentleman Smith Stream","2011-12-12",5,390,10,0.29,0.3,100,4,19,NA,-43.537724,171.184349,NA,1,290,NA,NA,NA,19,390,NA
"Gentleman Smith Stream","2012-02-10",3,520,10,0.42,0.43,100,4,6,NA,-43.537724,171.184349,NA,1,420,NA,NA,NA,6,520,NA
"Gentleman Smith Stream","2012-02-23",7,570,14,0.31,0.27,580,4,50,NA,-43.537724,171.184349,NA,1,310,NA,NA,NA,50,570,NA
"Gentleman Smith Stream","2012-07-12",3,430,10,0.38,0.39,100,4,4,NA,-43.537724,171.184349,NA,1,380,NA,NA,NA,4,430,NA
"Gentleman Smith Stream","2012-07-30",3,440,10,0.31,0.32,120,4,21,NA,-43.537724,171.184349,NA,1,310,NA,NA,NA,21,440,NA
"Gentleman Smith Stream","2012-08-01",3,440,10,0.31,0.32,120,4,21,NA,-43.537724,171.184349,NA,1,310,NA,NA,NA,21,440,NA
"Gentleman Smith Stream","2012-08-16",1.5,480,10,0.4,0.41,100,4,4,NA,-43.537724,171.184349,NA,1,400,NA,NA,NA,4,480,NA
"Gentleman Smith Stream","2012-10-15",1.5,470,10,0.34,0.35,130,4,9,NA,-43.537724,171.184349,NA,1,340,NA,NA,NA,9,470,NA
"Gentleman Smith Stream","2012-11-07",1.5,470,10,0.36,0.37,110,4,10,NA,-43.537724,171.184349,NA,1,360,NA,NA,NA,10,470,NA
"Gentleman Smith Stream","2012-12-04",3,590,5,0.46,NA,130,2,17,NA,-43.537724,171.184349,NA,1,460,NA,NA,NA,17,590,NA
"Gentleman Smith Stream","2013-01-16",7,610,5,0.43,NA,190,2,21,NA,-43.537724,171.184349,NA,1,430,NA,NA,NA,21,610,NA
"Gentleman Smith Stream","2013-01-25",3,640,5,0.47,NA,170,2,9,NA,-43.537724,171.184349,NA,1,470,NA,NA,NA,9,640,NA
"Gentleman Smith Stream","2013-02-25",3,650,5,0.52,NA,120,2,12,NA,-43.537724,171.184349,NA,1,520,NA,NA,NA,12,650,NA
"Gentleman Smith Stream","2013-03-13",21,790,5,0.58,NA,210,2,48,NA,-43.537724,171.184349,NA,1,580,NA,NA,NA,48,790,NA
"Gentleman Smith Stream","2013-03-21",1.5,730,5,0.6,NA,130,2,8,NA,-43.537724,171.184349,NA,1,600,NA,NA,NA,8,730,NA
"Gentleman Smith Stream","2013-05-01",1.5,740,5,0.64,NA,50,2,24,NA,-43.537724,171.184349,NA,1,640,NA,NA,NA,24,740,NA
"Gentleman Smith Stream","2013-05-29",1.5,530,5,0.48,NA,50,2,13,NA,-43.537724,171.184349,NA,1,480,NA,NA,NA,13,530,NA
"Gentleman Smith Stream","2013-07-22",4,820,5,0.69,NA,120,2,6,NA,-43.537724,171.184349,NA,1,690,NA,NA,NA,6,820,NA
"Gentleman Smith Stream","2013-08-15",3,790,5,0.6,NA,190,2,10,NA,-43.537724,171.184349,NA,1,600,NA,NA,NA,10,790,NA
"Gentleman Smith Stream","2013-10-04",3,680,5,0.59,NA,110,2,7,NA,-43.537724,171.184349,NA,1,590,NA,NA,NA,7,680,NA
"Gentleman Smith Stream","2013-11-14",1.5,760,5,0.62,NA,140,2,6,NA,-43.537724,171.184349,NA,1,620,NA,NA,NA,6,760,NA
"Gentleman Smith Stream","2013-12-18",9,860,5,0.67,NA,190,2,4,NA,-43.537724,171.184349,NA,1,670,NA,NA,NA,4,860,NA
"Gentleman Smith Stream","2014-02-11",1.5,740,5,0.63,NA,110,2,6,NA,-43.537724,171.184349,NA,1,630,NA,NA,NA,6,740,NA
"Gentleman Smith Stream","2014-08-13",10,740,5,0.59,NA,150,2,12,NA,-43.537724,171.184349,NA,1,590,NA,NA,NA,12,740,NA
"Gentleman Smith Stream","2014-09-18",4,770,5,0.65,NA,120,2,7,NA,-43.537724,171.184349,NA,1,650,NA,NA,NA,7,770,NA
"Gentleman Smith Stream","2014-10-14",10,730,5,0.58,NA,150,2,24,NA,-43.537724,171.184349,NA,1,580,NA,NA,NA,24,730,NA
"Gentleman Smith Stream","2014-11-26",5,680,5,0.57,NA,110,2,2,NA,-43.537724,171.184349,NA,1,570,NA,NA,NA,2,680,NA
"Gentleman Smith Stream","2014-12-17",3,780,5,0.62,NA,160,2,9,NA,-43.537724,171.184349,NA,1,620,NA,NA,NA,9,780,NA
"Gentleman Smith Stream","2015-01-12",1.5,810,5,0.7,NA,110,2,10,NA,-43.537724,171.184349,NA,1,700,NA,NA,NA,10,810,NA
"Gentleman Smith Stream","2015-02-17",4,570,5,0.44,NA,120,2,8,NA,-43.537724,171.184349,NA,1,440,NA,NA,NA,8,570,NA
"Gentleman Smith Stream","2015-04-01",1.5,400,5,0.32,NA,50,2,2,NA,-43.537724,171.184349,NA,1,320,NA,NA,NA,2,400,NA
"Gentleman Smith Stream","2015-04-22",1.5,400,5,0.3,NA,50,2,8,NA,-43.537724,171.184349,NA,1,300,NA,NA,NA,8,400,NA
"Gentleman Smith Stream","2015-06-24",1.5,860,5,0.74,NA,120,2,7,NA,-43.537724,171.184349,NA,1,740,NA,NA,NA,7,860,NA
"Gentleman Smith Stream","2015-07-23",1.5,520,5,0.47,NA,50,2,10,NA,-43.537724,171.184349,NA,1,470,NA,NA,NA,10,520,NA
"Gentleman Smith Stream","2015-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.537724,171.184349,NA,1,NA,NA,NA,NA,NA,NA,NA
"Gentleman Smith Stream","2015-08-12",5,830,5,0.66,NA,170,2,6,NA,-43.537724,171.184349,NA,1,660,NA,NA,NA,6,830,NA
"Gentleman Smith Stream","2015-09-24",7,680,5,0.57,NA,110,2,12,NA,-43.537724,171.184349,NA,1,570,NA,NA,NA,12,680,NA
"Gentleman Smith Stream","2016-03-15",5,1240,87,0.77,NA,470,2,18,NA,-43.537724,171.184349,NA,1,770,NA,NA,NA,18,1240,NA
"Gentleman Smith Stream","2016-04-18",3,860,5,0.71,NA,140,2,9,NA,-43.537724,171.184349,NA,1,710,NA,NA,NA,9,860,NA
"Gentleman Smith Stream","2016-05-17",3,870,5,0.65,NA,220,2,23,NA,-43.537724,171.184349,NA,1,650,NA,NA,NA,23,870,NA
"Gentleman Smith Stream","2016-06-30",1.5,750,5,0.6,NA,150,2,6,NA,-43.537724,171.184349,NA,1,600,NA,NA,NA,6,750,NA
"Gentleman Smith Stream","2016-08-18",1.5,790,5,0.69,NA,50,2,2,NA,-43.537724,171.184349,NA,1,690,NA,NA,NA,2,790,NA
"Gentleman Smith Stream","2016-10-05",1.5,740,5,0.59,NA,150,2,7,NA,-43.537724,171.184349,NA,1,590,NA,NA,NA,7,740,NA
"Gentleman Smith Stream","2016-11-10",7,630,5,0.47,NA,160,2,4,NA,-43.537724,171.184349,NA,1,470,NA,NA,NA,4,630,NA
"Gentleman Smith Stream","2017-01-26",5,650,5,0.5,NA,150,2,14,NA,-43.537724,171.184349,NA,1,500,NA,NA,NA,14,650,NA
"Gentleman Smith Stream","2017-03-23",1.5,660,10,0.5,NA,160,2,7,NA,-43.537724,171.184349,NA,1,500,NA,NA,NA,7,660,NA
"Gentleman Smith Stream","2017-07-04",1.5,520,5,0.42,NA,50,2,5,NA,-43.537724,171.184349,NA,1,420,NA,NA,NA,5,520,NA
"Gentleman Smith Stream","2017-08-23",1.5,1230,5,1.11,NA,120,2,4,NA,-43.537724,171.184349,NA,1,1110,NA,NA,NA,4,1230,NA
"Gentleman Smith Stream","2017-10-09",1.5,880,5,0.71,NA,180,2,9,NA,-43.537724,171.184349,NA,1,710,NA,NA,NA,9,880,NA
"Gentleman Smith Stream","2017-11-22",1.5,860,5,0.71,NA,160,2,4,NA,-43.537724,171.184349,NA,1,710,NA,NA,NA,4,860,NA
"Gentleman Smith Stream","2018-01-31",4,1180,5,0.98,NA,200,2,11,NA,-43.537724,171.184349,NA,1,980,NA,NA,NA,11,1180,NA
"Gentleman Smith Stream","2018-02-27",1.5,1030,5,0.9,NA,130,2,12,NA,-43.537724,171.184349,NA,1,900,NA,NA,NA,12,1030,NA
"Gentleman Smith Stream","2018-03-26",4,1100,5,0.94,NA,160,2,7,NA,-43.537724,171.184349,NA,1,940,NA,NA,NA,7,1100,NA
"Gentleman Smith Stream","2018-05-02",1.5,1220,5,1.04,NA,180,2,12,NA,-43.537724,171.184349,NA,1,1040,NA,NA,NA,12,1220,NA
"Gentleman Smith Stream","2018-05-28",1.5,1190,5,1.05,NA,140,2,15,NA,-43.537724,171.184349,NA,1,1050,NA,NA,NA,15,1190,NA
"Gentleman Smith Stream","2018-07-05",3,1230,5,1.09,NA,140,2,8,NA,-43.537724,171.184349,NA,1,1090,NA,NA,NA,8,1230,NA
"Gentleman Smith Stream","2018-11-30",5,1000,5,0.83,NA,170,2,7,NA,-43.537724,171.184349,NA,1,830,NA,NA,NA,7,1000,NA
"Gentleman Smith Stream","2019-01-29",1.5,950,5,0.83,NA,120,2,2,NA,-43.537724,171.184349,NA,1,830,NA,NA,NA,2,950,NA
"Gentleman Smith Stream","2019-05-01",3,1400,5,1.06,NA,340,2,7,NA,-43.537724,171.184349,NA,1,1060,NA,NA,NA,7,1400,NA
"Gentleman Smith Stream","2019-06-06",1.5,1150,5,1.01,NA,150,2,5,NA,-43.537724,171.184349,NA,1,1010,NA,NA,NA,5,1150,NA
"Gentleman Smith Stream","2019-07-11",1.5,890,5,0.79,NA,100,2,2,NA,-43.537724,171.184349,NA,1,790,NA,NA,NA,2,890,NA
"Gentleman Smith Stream","2019-08-23",1.5,870,5,0.77,NA,50,2,2,NA,-43.537724,171.184349,NA,1,770,NA,NA,NA,2,870,NA
"Gentleman Smith Stream","2019-10-23",7,680,5,0.57,NA,110,2,2,NA,-43.537724,171.184349,NA,1,570,NA,NA,NA,2,680,NA
"Gentleman Smith Stream","2019-12-18",1.5,630,5,0.45,NA,180,2,12,NA,-43.537724,171.184349,NA,1,450,NA,NA,NA,12,630,NA
"Gentleman Smith Stream","2020-01-15",3,720,5,0.67,NA,50,2,4,NA,-43.537724,171.184349,NA,1,670,NA,NA,NA,4,720,NA
"Gentleman Smith Stream","2020-02-11",5,880,5,0.82,NA,50,2,7,NA,-43.537724,171.184349,NA,1,820,NA,NA,NA,7,880,NA
"Gentleman Smith Stream","2020-03-16",1.5,950,5,0.87,NA,50,2,6,NA,-43.537724,171.184349,NA,1,870,NA,NA,NA,6,950,NA
"Gentleman Smith Stream","2020-06-02",1.5,960,5,0.87,NA,50,2,6,NA,-43.537724,171.184349,NA,1,870,NA,NA,NA,6,960,NA
"Gentleman Smith Stream","2020-07-14",1.5,770,5,0.72,NA,50,4,10,NA,-43.537724,171.184349,NA,1,720,NA,NA,NA,10,770,NA
"Gentleman Smith Stream","2020-08-11",1.5,770,5,0.7,NA,50,2,20,NA,-43.537724,171.184349,NA,1,700,NA,NA,NA,20,770,NA
"Gentleman Smith Stream","2020-09-07",1.5,670,5,0.6,NA,50,2,12,NA,-43.537724,171.184349,NA,1,600,NA,NA,NA,12,670,NA
"Gentleman Smith Stream","2020-12-02",1.5,560,5,0.45,NA,100,2,5,NA,-43.537724,171.184349,NA,1,450,NA,NA,NA,5,560,NA
"Gentleman Smith Stream","2021-01-13",1.5,610,5,0.54,NA,50,2,7,NA,-43.537724,171.184349,NA,1,540,NA,NA,NA,7,610,NA
"Gentleman Smith Stream","2021-02-24",1.5,680,5,0.57,NA,110,2,3,NA,-43.537724,171.184349,NA,1,570,NA,NA,NA,3,680,NA
"Gentleman Smith Stream","2021-03-15",1.5,680,5,0.62,0.05,50,2,2,NA,-43.537724,171.184349,NA,1,620,NA,NA,NA,2,680,NA
"Gentleman Smith Stream","2021-04-28",1.5,660,5,0.62,0.05,50,2,3,NA,-43.537724,171.184349,NA,1,620,NA,NA,NA,3,660,NA
"Gentleman Smith Stream","2021-06-10",1.5,890,5,0.77,0.12,120,2,5,NA,-43.537724,171.184349,NA,1,770,NA,NA,NA,5,890,NA
"Gentleman Smith Stream","2021-07-12",1.5,980,5,0.82,0.16,2,3,NA,160,-43.537724,171.184349,NA,1,820,NA,NA,NA,NA,980,160
"Gentleman Smith Stream","2021-08-11",1.5,1090,5,0.82,0.27,2,3,NA,270,-43.537724,171.184349,NA,1,820,NA,NA,NA,NA,1090,270
"Gentleman Smith Stream","2021-09-29",1.5,850,5,0.77,0.05,2,5,NA,50,-43.537724,171.184349,NA,1,770,NA,NA,NA,NA,850,50
"Gentleman Smith Stream","2021-10-20",7,870,5,0.7,0.17,2,8,NA,170,-43.537724,171.184349,NA,1,700,NA,NA,NA,NA,870,170
"Gentleman Smith Stream","2021-11-18",7,900,5,0.81,NA,50,5,8,NA,-43.537724,171.184349,NA,1,810,NA,NA,NA,8,900,NA
"Gentleman Smith Stream","2021-12-14",4,850,5,0.74,NA,110,2,13,NA,-43.537724,171.184349,NA,1,740,NA,NA,NA,13,850,NA
"Gentleman Smith Stream","2022-01-12",4,970,5,0.88,0.05,2,8,NA,NA,-43.537724,171.184349,NA,1,880,NA,NA,NA,NA,970,NA
"Gentleman Smith Stream","2022-02-22",1.5,960,5,0.89,0.05,50,2,4,NA,-43.537724,171.184349,NA,1,890,NA,NA,NA,4,960,NA
"Gentleman Smith Stream","2022-03-24",1.5,1010,5,0.97,0.05,50,2,5,NA,-43.537724,171.184349,NA,1,970,NA,NA,NA,5,1010,NA
"Gentleman Smith Stream","2022-04-26",1.5,1080,5,1.07,0.05,50,2,3,NA,-43.537724,171.184349,NA,1,1070,NA,NA,NA,3,1080,NA
"Gentleman Smith Stream","2022-05-17",1.5,1180,5,1.12,NA,50,NA,NA,NA,-43.537724,171.184349,NA,1,1120,NA,NA,NA,NA,1180,NA
"Gentleman Smith Stream","2022-06-16",1.5,920,5,0.87,0.05,50,2,3,NA,-43.537724,171.184349,NA,1,870,NA,NA,NA,3,920,NA
"Gentleman Smith Stream","2022-07-25",1.5,960,5,0.87,NA,50,2,9,NA,-43.537724,171.184349,NA,1,870,NA,NA,NA,9,960,NA
"Gentleman Smith Stream","2022-08-23",1.5,700,5,0.62,NA,50,2,5,NA,-43.537724,171.184349,NA,1,620,NA,NA,NA,5,700,NA
"Gentleman Smith Stream","2022-09-20",1.5,830,5,0.73,NA,100,2,3,NA,-43.537724,171.184349,NA,1,730,NA,NA,NA,3,830,NA
"Gentleman Smith Stream","2022-10-17",3,910,5,0.81,NA,100,2,9,NA,-43.537724,171.184349,NA,1,810,NA,NA,NA,9,910,NA
"Gentleman Smith Stream","2022-11-17",3,910,5,0.81,NA,100,2,8,NA,-43.537724,171.184349,NA,1,810,NA,NA,NA,8,910,NA
"Gentleman Smith Stream","2022-12-21",4,940,5,0.87,NA,50,2,5,NA,-43.537724,171.184349,NA,1,870,NA,NA,NA,5,940,NA
"Gentleman Smith Stream","2023-01-17",5,1000,5,0.92,NA,50,2,8,NA,-43.537724,171.184349,NA,1,920,NA,NA,NA,8,1000,NA
"Gentleman Smith Stream","2023-02-14",1.5,1240,5,1.19,NA,50,2,1,NA,-43.537724,171.184349,NA,1,1190,NA,NA,NA,1,1240,NA
"Gentleman Smith Stream","2023-03-15",1.5,1220,5,1.16,NA,50,2,2,NA,-43.537724,171.184349,NA,1,1160,NA,NA,NA,2,1220,NA
"Gentleman Smith Stream","2023-04-05",1.5,1190,5,1.08,NA,100,2,3,NA,-43.537724,171.184349,NA,1,1080,NA,NA,NA,3,1190,NA
"Gentleman Smith Stream","2023-05-11",1.5,1090,5,1.03,NA,50,2,3,NA,-43.537724,171.184349,NA,1,1030,NA,NA,NA,3,1090,NA
"Gentleman Smith Stream","2023-06-08",1.5,1020,5,0.97,NA,50,2,2,NA,-43.537724,171.184349,NA,1,970,NA,NA,NA,2,1020,NA
"Gentleman Smith Stream","2023-07-06",1.5,1040,5,0.99,NA,50,2,5,NA,-43.537724,171.184349,NA,1,990,NA,NA,NA,5,1040,NA
"Gentleman Smith Stream","2023-08-03",1.5,890,5,0.84,NA,50,2,2,NA,-43.537724,171.184349,NA,1,840,NA,NA,NA,2,890,NA
"Gentleman Smith Stream","2023-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.537724,171.184349,NA,1,NA,NA,NA,NA,NA,NA,NA
"Gentleman Smith Stream","2023-11-14",1.5,640,5,0.57,NA,50,2,5,NA,-43.537724,171.184349,NA,1,570,NA,NA,NA,5,640,NA
"Jacobs Stream","2011-09-22",4,160,10,0.066,0.076,100,4,9,NA,-43.557909,171.19316,NA,1,66,NA,NA,NA,9,160,NA
"Jacobs Stream","2011-12-12",3,210,10,0.025,0.035,190,4,10,NA,-43.557909,171.19316,NA,1,25,NA,NA,NA,10,210,NA
"Jacobs Stream","2012-02-10",3,120,10,0.108,0.118,100,4,4,NA,-43.557909,171.19316,NA,1,108,NA,NA,NA,4,120,NA
"Jacobs Stream","2012-02-23",4,250,10,0.036,0.22,256,5,22,NA,-43.557909,171.19316,NA,1,36,NA,NA,NA,22,250,NA
"Jacobs Stream","2012-07-12",3,190,10,0.145,0.155,100,4,4,NA,-43.557909,171.19316,NA,1,145,NA,NA,NA,4,190,NA
"Jacobs Stream","2012-07-30",3,300,10,0.092,0.102,200,4,6,NA,-43.557909,171.19316,NA,1,92,NA,NA,NA,6,300,NA
"Jacobs Stream","2012-08-01",3,300,10,0.092,0.102,200,4,6,NA,-43.557909,171.19316,NA,1,92,NA,NA,NA,6,300,NA
"Jacobs Stream","2012-08-16",1.5,220,10,0.028,0.038,190,6,10,NA,-43.557909,171.19316,NA,1,28,NA,NA,NA,10,220,NA
"Jacobs Stream","2012-10-15",1.5,290,10,0.016,0.026,280,4,15,NA,-43.557909,171.19316,NA,1,16,NA,NA,NA,15,290,NA
"Jacobs Stream","2012-11-07",1.5,250,10,0.064,0.074,180,4,10,NA,-43.557909,171.19316,NA,1,64,NA,NA,NA,10,250,NA
"Jacobs Stream","2012-12-04",1.5,290,5,0.172,NA,110,2,15,NA,-43.557909,171.19316,NA,1,172,NA,NA,NA,15,290,NA
"Jacobs Stream","2013-01-16",1.5,260,5,0.146,NA,120,2,21,NA,-43.557909,171.19316,NA,1,146,NA,NA,NA,21,260,NA
"Jacobs Stream","2013-01-25",1.5,330,5,0.24,NA,50,2,6,NA,-43.557909,171.19316,NA,1,240,NA,NA,NA,6,330,NA
"Jacobs Stream","2013-02-25",4,230,5,0.175,NA,50,2,6,NA,-43.557909,171.19316,NA,1,175,NA,NA,NA,6,230,NA
"Jacobs Stream","2013-03-13",4,260,5,0.187,NA,50,2,11,NA,-43.557909,171.19316,NA,1,187,NA,NA,NA,11,260,NA
"Jacobs Stream","2013-03-21",1.5,280,5,0.196,NA,50,2,8,NA,-43.557909,171.19316,NA,1,196,NA,NA,NA,8,280,NA
"Jacobs Stream","2013-05-01",1.5,270,5,0.184,NA,50,2,5,NA,-43.557909,171.19316,NA,1,184,NA,NA,NA,5,270,NA
"Jacobs Stream","2013-05-29",1.5,240,5,0.151,NA,50,2,12,NA,-43.557909,171.19316,NA,1,151,NA,NA,NA,12,240,NA
"Jacobs Stream","2013-07-22",3,220,5,0.131,NA,50,2,10,NA,-43.557909,171.19316,NA,1,131,NA,NA,NA,10,220,NA
"Jacobs Stream","2013-08-15",1.5,360,5,0.14,NA,220,2,9,NA,-43.557909,171.19316,NA,1,140,NA,NA,NA,9,360,NA
"Jacobs Stream","2013-10-04",1.5,240,5,0.114,NA,130,2,8,NA,-43.557909,171.19316,NA,1,114,NA,NA,NA,8,240,NA
"Jacobs Stream","2013-11-14",1.5,350,5,0.166,NA,190,2,7,NA,-43.557909,171.19316,NA,1,166,NA,NA,NA,7,350,NA
"Jacobs Stream","2013-12-18",1.5,250,5,0.181,NA,50,2,11,NA,-43.557909,171.19316,NA,1,181,NA,NA,NA,11,250,NA
"Jacobs Stream","2014-02-11",1.5,340,18,0.24,NA,110,2,2,NA,-43.557909,171.19316,NA,1,240,NA,NA,NA,2,340,NA
"Jacobs Stream","2014-03-20",3,260,5,0.25,NA,50,2,5,NA,-43.557909,171.19316,NA,1,250,NA,NA,NA,5,260,NA
"Jacobs Stream","2014-05-22",1.5,280,5,0.184,NA,50,2,10,NA,-43.557909,171.19316,NA,1,184,NA,NA,NA,10,280,NA
"Jacobs Stream","2014-06-13",1.5,250,5,0.134,NA,110,2,8,NA,-43.557909,171.19316,NA,1,134,NA,NA,NA,8,250,NA
"Jacobs Stream","2014-07-10",1.5,250,5,0.162,NA,50,2,2,NA,-43.557909,171.19316,NA,1,162,NA,NA,NA,2,250,NA
"Jacobs Stream","2014-08-13",1.5,230,5,0.098,NA,140,2,10,NA,-43.557909,171.19316,NA,1,98,NA,NA,NA,10,230,NA
"Jacobs Stream","2014-09-18",1.5,270,5,0.127,NA,140,2,8,NA,-43.557909,171.19316,NA,1,127,NA,NA,NA,8,270,NA
"Jacobs Stream","2014-10-14",4,250,5,0.143,NA,110,2,14,NA,-43.557909,171.19316,NA,1,143,NA,NA,NA,14,250,NA
"Jacobs Stream","2014-11-26",1.5,260,5,0.138,NA,120,2,2,NA,-43.557909,171.19316,NA,1,138,NA,NA,NA,2,260,NA
"Jacobs Stream","2014-12-17",4,420,5,0.132,NA,290,2,10,NA,-43.557909,171.19316,NA,1,132,NA,NA,NA,10,420,NA
"Jacobs Stream","2015-01-12",5,280,5,0.179,NA,100,2,9,NA,-43.557909,171.19316,NA,1,179,NA,NA,NA,9,280,NA
"Jacobs Stream","2015-02-17",13,380,5,0.162,NA,210,2,27,NA,-43.557909,171.19316,NA,1,162,NA,NA,NA,27,380,NA
"Jacobs Stream","2015-04-01",1.5,250,5,0.177,NA,50,2,2,NA,-43.557909,171.19316,NA,1,177,NA,NA,NA,2,250,NA
"Jacobs Stream","2015-04-22",1.5,280,5,0.2,NA,50,2,2,NA,-43.557909,171.19316,NA,1,200,NA,NA,NA,2,280,NA
"Jacobs Stream","2015-06-24",1.5,370,5,0.187,NA,190,2,10,NA,-43.557909,171.19316,NA,1,187,NA,NA,NA,10,370,NA
"Jacobs Stream","2015-07-23",1.5,430,5,0.32,NA,110,4,7,NA,-43.557909,171.19316,NA,1,320,NA,NA,NA,7,430,NA
"Jacobs Stream","2015-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.557909,171.19316,NA,1,NA,NA,NA,NA,NA,NA,NA
"Jacobs Stream","2015-08-12",1.5,450,5,0.28,NA,170,2,2,NA,-43.557909,171.19316,NA,1,280,NA,NA,NA,2,450,NA
"Jacobs Stream","2015-09-24",1.5,340,5,0.21,NA,130,2,8,NA,-43.557909,171.19316,NA,1,210,NA,NA,NA,8,340,NA
"Jacobs Stream","2016-01-20",5,280,5,0.135,NA,140,2,11,NA,-43.557909,171.19316,NA,1,135,NA,NA,NA,11,280,NA
"Jacobs Stream","2016-02-17",5,310,5,0.096,NA,210,2,16,NA,-43.557909,171.19316,NA,1,96,NA,NA,NA,16,310,NA
"Jacobs Stream","2016-03-15",5,310,5,0.119,NA,190,2,8,NA,-43.557909,171.19316,NA,1,119,NA,NA,NA,8,310,NA
"Jacobs Stream","2016-04-18",4,230,5,0.153,NA,50,2,9,NA,-43.557909,171.19316,NA,1,153,NA,NA,NA,9,230,NA
"Jacobs Stream","2016-05-17",1.5,290,5,0.157,NA,140,2,7,NA,-43.557909,171.19316,NA,1,157,NA,NA,NA,7,290,NA
"Jacobs Stream","2016-06-30",1.5,340,13,0.24,NA,50,2,2,NA,-43.557909,171.19316,NA,1,240,NA,NA,NA,2,340,NA
"Jacobs Stream","2016-08-18",6,320,5,0.191,NA,130,2,12,NA,-43.557909,171.19316,NA,1,191,NA,NA,NA,12,320,NA
"Jacobs Stream","2016-10-05",1.5,260,5,0.125,NA,130,2,9,NA,-43.557909,171.19316,NA,1,125,NA,NA,NA,9,260,NA
"Jacobs Stream","2016-11-10",4,310,5,0.141,NA,170,2,4,NA,-43.557909,171.19316,NA,1,141,NA,NA,NA,4,310,NA
"Jacobs Stream","2017-01-26",4,300,5,0.147,NA,150,2,14,NA,-43.557909,171.19316,NA,1,147,NA,NA,NA,14,300,NA
"Jacobs Stream","2017-03-23",11,330,50,0.192,NA,140,2,44,NA,-43.557909,171.19316,NA,1,192,NA,NA,NA,44,330,NA
"Jacobs Stream","2017-07-04",1.5,260,5,0.084,NA,170,2,17,NA,-43.557909,171.19316,NA,1,84,NA,NA,NA,17,260,NA
"Jacobs Stream","2017-08-23",1.5,270,5,0.112,NA,160,2,12,NA,-43.557909,171.19316,NA,1,112,NA,NA,NA,12,270,NA
"Jacobs Stream","2017-10-09",1.5,280,5,0.128,NA,150,2,11,NA,-43.557909,171.19316,NA,1,128,NA,NA,NA,11,280,NA
"Jacobs Stream","2017-11-22",3,370,5,0.25,NA,120,2,5,NA,-43.557909,171.19316,NA,1,250,NA,NA,NA,5,370,NA
"Jacobs Stream","2018-01-31",6,460,5,0.3,NA,160,2,15,NA,-43.557909,171.19316,NA,1,300,NA,NA,NA,15,460,NA
"Jacobs Stream","2018-02-27",1.5,410,5,0.27,NA,140,2,12,NA,-43.557909,171.19316,NA,1,270,NA,NA,NA,12,410,NA
"Jacobs Stream","2018-03-26",4,440,5,0.29,NA,150,2,17,NA,-43.557909,171.19316,NA,1,290,NA,NA,NA,17,440,NA
"Jacobs Stream","2018-05-02",1.5,380,5,0.111,NA,270,2,17,NA,-43.557909,171.19316,NA,1,111,NA,NA,NA,17,380,NA
"Jacobs Stream","2018-05-28",1.5,410,5,0.22,NA,190,2,5,NA,-43.557909,171.19316,NA,1,220,NA,NA,NA,5,410,NA
"Jacobs Stream","2018-07-05",1.5,400,5,0.27,NA,140,2,6,NA,-43.557909,171.19316,NA,1,270,NA,NA,NA,6,400,NA
"Jacobs Stream","2018-11-30",4,340,5,0.089,NA,250,2,14,NA,-43.557909,171.19316,NA,1,89,NA,NA,NA,14,340,NA
